DISPLAY NAME	CLASS NAME	CARGO BUCKET	SPAWN COMMAND
1. [TF20] PCU/Jeans (MC/LHTJeans)	121_Ghost_PCU_MC_Jeans_Light_1	ITEM	addItemCargoGlobal
1. [TF20] PCU/Jeans (MC/LHTJeans)	121_Ghost_PCU_MC_Jeans_Light_NG_1	ITEM	addItemCargoGlobal
1. [TF20] PCU/Jeans (MC/Jeans)	121_Ghost_PCU_MC_Jeans_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/BLK)	121_Ghost_Rugby_BLK_Cargo_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/BLK)	121_Ghost_Rugby_BLK_Cargo_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/GRY)	121_Ghost_Rugby_BLK_Cargo_GRY_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/GRY)	121_Ghost_Rugby_BLK_Cargo_GRY_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/KHK)	121_Ghost_Rugby_BLK_Cargo_KHK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/KHK)	121_Ghost_Rugby_BLK_Cargo_KHK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/MC)	121_Ghost_Rugby_BLK_Cargo_MC_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/MC)	121_Ghost_Rugby_BLK_Cargo_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/RGR)	121_Ghost_Rugby_BLK_Cargo_RGR_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (BLK/RGR)	121_Ghost_Rugby_BLK_Cargo_RGR_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MC)	121_Ghost_Rugby_BLK_G3_MC_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MC)	121_Ghost_Rugby_BLK_G3_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MCA)	121_Ghost_Rugby_BLK_G3_MCA_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MCA)	121_Ghost_Rugby_BLK_G3_MCA_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MCB)	121_Ghost_Rugby_BLK_G3_MCB_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MCB)	121_Ghost_Rugby_BLK_G3_MCB_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MCT)	121_Ghost_Rugby_BLK_G3_MCT_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (BLK/MCT)	121_Ghost_Rugby_BLK_G3_MCT_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (BLK/Jeans)	121_Ghost_Rugby_BLK_Jeans_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (BLK/BLKJeans)	121_Ghost_Rugby_BLK_Jeans_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (BLK/BLKJeans)	121_Ghost_Rugby_BLK_Jeans_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (BLK/LHTJeans)	121_Ghost_Rugby_BLK_Jeans_Light_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (BLK/LHTJeans)	121_Ghost_Rugby_BLK_Jeans_Light_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (BLK/Jeans)	121_Ghost_Rugby_BLK_Jeans_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/BLK)	121_Ghost_Rugby_KHK_Cargo_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/BLK)	121_Ghost_Rugby_KHK_Cargo_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/GRY)	121_Ghost_Rugby_KHK_Cargo_GRY_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/GRY)	121_Ghost_Rugby_KHK_Cargo_GRY_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/KHK)	121_Ghost_Rugby_KHK_Cargo_KHK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/KHK)	121_Ghost_Rugby_KHK_Cargo_KHK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/MC)	121_Ghost_Rugby_KHK_Cargo_MC_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/MC)	121_Ghost_Rugby_KHK_Cargo_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/RGR)	121_Ghost_Rugby_KHK_Cargo_RGR_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (KHK/RGR)	121_Ghost_Rugby_KHK_Cargo_RGR_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MC)	121_Ghost_Rugby_KHK_G3_MC_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MC)	121_Ghost_Rugby_KHK_G3_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MCA)	121_Ghost_Rugby_KHK_G3_MCA_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MCA)	121_Ghost_Rugby_KHK_G3_MCA_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MCB)	121_Ghost_Rugby_KHK_G3_MCB_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MCB)	121_Ghost_Rugby_KHK_G3_MCB_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MCT)	121_Ghost_Rugby_KHK_G3_MCT_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (KHK/MCT)	121_Ghost_Rugby_KHK_G3_MCT_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (KHK/Jeans)	121_Ghost_Rugby_KHK_Jeans_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (KHK/BLKJeans)	121_Ghost_Rugby_KHK_Jeans_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (KHK/BLKJeans)	121_Ghost_Rugby_KHK_Jeans_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (KHK/LHTJeans)	121_Ghost_Rugby_KHK_Jeans_Light_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (KHK/LHTJeans)	121_Ghost_Rugby_KHK_Jeans_Light_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (KHK/Jeans)	121_Ghost_Rugby_KHK_Jeans_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/BLK)	121_Ghost_Rugby_RGR_Cargo_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/BLK)	121_Ghost_Rugby_RGR_Cargo_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/GRY)	121_Ghost_Rugby_RGR_Cargo_GRY_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/GRY)	121_Ghost_Rugby_RGR_Cargo_GRY_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/KHK)	121_Ghost_Rugby_RGR_Cargo_KHK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/KHK)	121_Ghost_Rugby_RGR_Cargo_KHK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/MC)	121_Ghost_Rugby_RGR_Cargo_MC_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/MC)	121_Ghost_Rugby_RGR_Cargo_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/RGR)	121_Ghost_Rugby_RGR_Cargo_RGR_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Cargo (RGR/RGR)	121_Ghost_Rugby_RGR_Cargo_RGR_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MC)	121_Ghost_Rugby_RGR_G3_MC_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MC)	121_Ghost_Rugby_RGR_G3_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MCA)	121_Ghost_Rugby_RGR_G3_MCA_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MCA)	121_Ghost_Rugby_RGR_G3_MCA_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MCB)	121_Ghost_Rugby_RGR_G3_MCB_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MCB)	121_Ghost_Rugby_RGR_G3_MCB_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MCT)	121_Ghost_Rugby_RGR_G3_MCT_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/G3 (RGR/MCT)	121_Ghost_Rugby_RGR_G3_MCT_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (RGR/Jeans)	121_Ghost_Rugby_RGR_Jeans_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (RGR/BLKJeans)	121_Ghost_Rugby_RGR_Jeans_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (RGR/BLKJeans)	121_Ghost_Rugby_RGR_Jeans_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (RGR/LHTJeans)	121_Ghost_Rugby_RGR_Jeans_Light_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (RGR/LHTJeans)	121_Ghost_Rugby_RGR_Jeans_Light_NG_1	ITEM	addItemCargoGlobal
1. [TF20] Rugby/Jeans (RGR/Jeans)	121_Ghost_Rugby_RGR_Jeans_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/BLK)	121_Ghost_RugbyLS_Cargo_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/BLK)	121_Ghost_RugbyLS_Cargo_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/GRY)	121_Ghost_RugbyLS_Cargo_GRY_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/GRY)	121_Ghost_RugbyLS_Cargo_GRY_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/KHK)	121_Ghost_RugbyLS_Cargo_KHK_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/KHK)	121_Ghost_RugbyLS_Cargo_KHK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/MC)	121_Ghost_RugbyLS_Cargo_MC_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/MC)	121_Ghost_RugbyLS_Cargo_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/RGR)	121_Ghost_RugbyLS_Cargo_RGR_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Cargo (MC/RGR)	121_Ghost_RugbyLS_Cargo_RGR_NG_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MC)	121_Ghost_RugbyLS_G3_MC_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MC)	121_Ghost_RugbyLS_G3_MC_NG_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MCA)	121_Ghost_RugbyLS_G3_MCA_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MCA)	121_Ghost_RugbyLS_G3_MCA_NG_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MCB)	121_Ghost_RugbyLS_G3_MCB_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MCB)	121_Ghost_RugbyLS_G3_MCB_NG_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MCT)	121_Ghost_RugbyLS_G3_MCT_1	ITEM	addItemCargoGlobal
1. [TF20] G3/RugbyLS (MC/MCT)	121_Ghost_RugbyLS_G3_MCT_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Jeans (MC/Jeans)	121_Ghost_RugbyLS_Jeans_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Jeans (MC/BLKJeans)	121_Ghost_RugbyLS_Jeans_BLK_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Jeans (MC/BLKJeans)	121_Ghost_RugbyLS_Jeans_BLK_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Jeans (MC/LHTJeans)	121_Ghost_RugbyLS_Jeans_Light_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Jeans (MC/LHTJeans)	121_Ghost_RugbyLS_Jeans_Light_NG_1	ITEM	addItemCargoGlobal
1. [TF20] RugbyLS/Jeans (MC/Jeans)	121_Ghost_RugbyLS_Jeans_NG_1	ITEM	addItemCargoGlobal
AVON M50 Respirator [Clear]	121_M50_GASMASK_CLEAR	ITEM	addItemCargoGlobal
AVON M50 Respirator [Shaded]	121_M50_GASMASK_SHADED	ITEM	addItemCargoGlobal
1. [TF20] Serbu Super-Shorty 12-Gauge	121_serbu_breacher	WEAPON	addWeaponCargoGlobal
[121] Leupold Mk4 Spotting Scope	121_spotting_scope_handheld	ITEM	addItemCargoGlobal
Packable SSE Bag	121_SSE_BAG_ITEM	ITEM	addItemCargoGlobal
[121] Vortex Summit Carbon II Tripod	121_tripod_item	ITEM	addItemCargoGlobal
.338 NM 130Rnd Belt	130Rnd_338_Mag	MAGAZINE	addMagazineCargoGlobal
5.56 mm 150Rnd Green Mag	150Rnd_556x45_Drum_Green_Mag_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 150Rnd Tracer (Red) Green Mag	150Rnd_556x45_Drum_Green_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 150Rnd Mag	150Rnd_556x45_Drum_Mag_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 150Rnd Tracer (Red) Mag	150Rnd_556x45_Drum_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 150Rnd Sand Mag	150Rnd_556x45_Drum_Sand_Mag_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 150Rnd Tracer (Red) Sand Mag	150Rnd_556x45_Drum_Sand_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 150Rnd Box	150Rnd_762x51_Box	MAGAZINE	addMagazineCargoGlobal
7.62mm 150Rnd Mixed Tracer (Blue)	150Rnd_762x51_Box_Mixed_Tracer_Blue	MAGAZINE	addMagazineCargoGlobal
7.62 mm 150Rnd Tracer (Green) Box	150Rnd_762x51_Box_Tracer	MAGAZINE	addMagazineCargoGlobal
7.62mm 150Rnd Tracer (Blue)	150Rnd_762x51_Box_Tracer_Blue	MAGAZINE	addMagazineCargoGlobal
7.62 mm 150Rnd Box	150Rnd_762x54_Box	MAGAZINE	addMagazineCargoGlobal
7.62 mm 150Rnd Tracer (Green) Box	150Rnd_762x54_Box_Tracer	MAGAZINE	addMagazineCargoGlobal
9.3mm 150Rnd Belt	150Rnd_93x64_Mag	MAGAZINE	addMagazineCargoGlobal
1. [TF20] 160th ANVIS-9	160th_Anvis	ITEM	addItemCargoGlobal
1. [TF20] 160th HGU-56/P	160th_HGU_1	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 1	160th_Vest_1	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 2	160th_Vest_2	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 3	160th_Vest_3	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 4	160th_Vest_4	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 5	160th_Vest_5	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 6	160th_Vest_6	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 7	160th_Vest_7	ITEM	addItemCargoGlobal
1. [TF20] 160th First Spear Vest 8	160th_Vest_8	ITEM	addItemCargoGlobal
9 mm 17Rnd Reload Tracer (Green) Mag	16Rnd_9x21_green_Mag	MAGAZINE	addMagazineCargoGlobal
9 mm 17Rnd Mag	16Rnd_9x21_Mag	MAGAZINE	addMagazineCargoGlobal
9 mm 17Rnd Reload Tracer (Red) Mag	16Rnd_9x21_red_Mag	MAGAZINE	addMagazineCargoGlobal
9 mm 17Rnd Reload Tracer (Yellow) Mag	16Rnd_9x21_yellow_Mag	MAGAZINE	addMagazineCargoGlobal
40 mm Canister Grenade Round	1Rnd_Canister_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
40 mm HE Grenade Round	1Rnd_HE_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
Smoke Round (White)	1Rnd_Smoke_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
Smoke Round (Blue)	1Rnd_SmokeBlue_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
Smoke Round (Green)	1Rnd_SmokeGreen_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
Smoke Round (Orange)	1Rnd_SmokeOrange_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
Smoke Round (Purple)	1Rnd_SmokePurple_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
Smoke Round (Red)	1Rnd_SmokeRed_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
Smoke Round (Yellow)	1Rnd_SmokeYellow_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
5.56 mm 200Rnd Reload Tracer (Yellow) Box	200Rnd_556x45_Box_F	MAGAZINE	addMagazineCargoGlobal
5.56mm 200Rnd Mixed Tracer (Blue)	200Rnd_556x45_Box_Mixed_Tracer_Blue_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 200Rnd Reload Tracer (Red) Box	200Rnd_556x45_Box_Red_F	MAGAZINE	addMagazineCargoGlobal
5.56mm 200Rnd Tracer (Blue)	200Rnd_556x45_Box_Tracer_Blue_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 200Rnd Tracer (Yellow) Box	200Rnd_556x45_Box_Tracer_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 200Rnd Tracer (Red) Box	200Rnd_556x45_Box_Tracer_Red_F	MAGAZINE	addMagazineCargoGlobal
6.5 mm 200Rnd Belt	200Rnd_65x39_cased_Box	MAGAZINE	addMagazineCargoGlobal
6.5 mm 200Rnd Reload Tracer (Red) Belt	200Rnd_65x39_cased_Box_Red	MAGAZINE	addMagazineCargoGlobal
6.5 mm 200Rnd Belt Tracer (Yellow)	200Rnd_65x39_cased_Box_Tracer	MAGAZINE	addMagazineCargoGlobal
6.5 mm 200Rnd Belt Tracer (Blue)	200Rnd_65x39_cased_Box_Tracer_Blue	MAGAZINE	addMagazineCargoGlobal
6.5mm 200Rnd Belt Tracer (Red)	200Rnd_65x39_cased_Box_Tracer_Red	MAGAZINE	addMagazineCargoGlobal
5.56 mm 20Rnd Dual Purpose Mag	20Rnd_556x45_UW_mag	MAGAZINE	addMagazineCargoGlobal
6.5 mm 20Rnd Mag	20Rnd_650x39_Cased_Mag_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 20Rnd Mag	20Rnd_762x51_Mag	MAGAZINE	addMagazineCargoGlobal
7.62mm 20Rnd Tracer (Blue)	20Rnd_762x51_Mag_Tracer_Blue	MAGAZINE	addMagazineCargoGlobal
12 Gauge 2Rnd #00 Buckshot	2Rnd_12Gauge_Pellets	MAGAZINE	addMagazineCargoGlobal
12 Gauge 2Rnd Slug	2Rnd_12Gauge_Slug	MAGAZINE	addMagazineCargoGlobal
.45 ACP 25Rnd Mag	30Rnd_45ACP_Mag_SMG_01	MAGAZINE	addMagazineCargoGlobal
.45 ACP 25Rnd Tracers (Green) Mag	30Rnd_45ACP_Mag_SMG_01_Tracer_Green	MAGAZINE	addMagazineCargoGlobal
.45 ACP 25Rnd Tracers (Red) Mag	30Rnd_45ACP_Mag_SMG_01_Tracer_Red	MAGAZINE	addMagazineCargoGlobal
.45 ACP 25Rnd Tracers (Yellow) Mag	30Rnd_45ACP_Mag_SMG_01_Tracer_Yellow	MAGAZINE	addMagazineCargoGlobal
5.45 mm 30Rnd Reload Tracer (Yellow) Mag	30Rnd_545x39_Mag_F	MAGAZINE	addMagazineCargoGlobal
5.45 mm 30Rnd Reload Tracer (Green) Mag	30Rnd_545x39_Mag_Green_F	MAGAZINE	addMagazineCargoGlobal
5.45 mm 30Rnd Tracer (Yellow) Mag	30Rnd_545x39_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
5.45 mm 30Rnd Tracer (Green) Mag	30Rnd_545x39_Mag_Tracer_Green_F	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Reload Tracer (Yellow) Mag	30Rnd_556x45_Stanag	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Reload Tracer (Green) Mag	30Rnd_556x45_Stanag_green	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Reload Tracer (Red) Mag	30Rnd_556x45_Stanag_red	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Reload Tracer (Yellow) Sand Mag	30Rnd_556x45_Stanag_Sand	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Reload Tracer (Green) Sand Mag	30Rnd_556x45_Stanag_Sand_green	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Reload Tracer (Red) Sand Mag	30Rnd_556x45_Stanag_Sand_red	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Tracer (Green) Sand Mag	30Rnd_556x45_Stanag_Sand_Tracer_Green	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Tracer (Red) Sand Mag	30Rnd_556x45_Stanag_Sand_Tracer_Red	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Tracer (Yellow) Sand Mag	30Rnd_556x45_Stanag_Sand_Tracer_Yellow	MAGAZINE	addMagazineCargoGlobal
5.56mm 30Rnd Tracer (Blue)	30Rnd_556x45_Stanag_Tracer_Blue	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Tracer (Green) Mag	30Rnd_556x45_Stanag_Tracer_Green	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Tracer (Red) Mag	30Rnd_556x45_Stanag_Tracer_Red	MAGAZINE	addMagazineCargoGlobal
5.56 mm 30rnd Tracer (Yellow) Mag	30Rnd_556x45_Stanag_Tracer_Yellow	MAGAZINE	addMagazineCargoGlobal
5.8 mm 30Rnd Mag	30Rnd_580x42_Mag_F	MAGAZINE	addMagazineCargoGlobal
5.8 mm 30Rnd Tracer (Green) Mag	30Rnd_580x42_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Black Mag	30Rnd_65x39_caseless_black_mag	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Tracer Black Mag	30Rnd_65x39_caseless_black_mag_Tracer	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Caseless Mag	30Rnd_65x39_caseless_green	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Tracer (Green) Caseless Mag	30Rnd_65x39_caseless_green_mag_Tracer	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Khaki Mag	30Rnd_65x39_caseless_khaki_mag	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Tracer Khaki Mag	30Rnd_65x39_caseless_khaki_mag_Tracer	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Sand Mag	30Rnd_65x39_caseless_mag	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Tracer Sand Mag	30Rnd_65x39_caseless_mag_Tracer	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Tracer Blue	30Rnd_65x39_caseless_mag_Tracer_Blue	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Promet Mag	30Rnd_65x39_caseless_msbs_mag	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Promet Tracer Mag	30Rnd_65x39_caseless_msbs_mag_Tracer	MAGAZINE	addMagazineCargoGlobal
6.5 mm 30Rnd Tracer (Blue) Caseless Mag	30Rnd_65x39_Katiba_caseless_mag_Tracer_Blue	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30rnd AK12 Sand Mag	30rnd_762x39_AK12_Arid_Mag_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30rnd AK12 Tracer Sand Mag	30rnd_762x39_AK12_Arid_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30rnd AK12 Khaki Mag	30rnd_762x39_AK12_Lush_Mag_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30rnd AK12 Tracer Khaki Mag	30rnd_762x39_AK12_Lush_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30rnd AK12 Mag	30Rnd_762x39_AK12_Mag_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30rnd AK12 Tracer Mag	30Rnd_762x39_AK12_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30Rnd AKM Reload Tracer (Yellow) Mag	30Rnd_762x39_Mag_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30Rnd AKM Reload Tracer (Green) Mag	30Rnd_762x39_Mag_Green_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30Rnd AKM Tracer (Yellow) Mag	30Rnd_762x39_Mag_Tracer_F	MAGAZINE	addMagazineCargoGlobal
7.62 mm 30Rnd AKM Tracer (Green) Mag	30Rnd_762x39_Mag_Tracer_Green_F	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Reload Tracer (Green) Mag	30Rnd_9x21_Green_Mag	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Mag	30Rnd_9x21_Mag	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Mag	30Rnd_9x21_Mag_SMG_02	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Reload Tracer (Green) Mag	30Rnd_9x21_Mag_SMG_02_Tracer_Green	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Reload Tracer (Red) Mag	30Rnd_9x21_Mag_SMG_02_Tracer_Red	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Reload Tracer (Yellow) Mag	30Rnd_9x21_Mag_SMG_02_Tracer_Yellow	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Reload Tracer (Red) Mag	30Rnd_9x21_Red_Mag	MAGAZINE	addMagazineCargoGlobal
9 mm 30Rnd Reload Tracer (Yellow) Mag	30Rnd_9x21_Yellow_Mag	MAGAZINE	addMagazineCargoGlobal
40 mm 3Rnd HE Grenade	3Rnd_HE_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
3Rnd 3GL Smoke Rounds (White)	3Rnd_Smoke_Grenade_shell	MAGAZINE	addMagazineCargoGlobal
